,timestamp,gyroYaw,gyroPitch,gyroRoll,accelX,accelY,accelZ,isFallen,willFall_dt,willFall
0,1688902129265236,-0.000799,0.003462,0.002929,0.316143,0.191602,-9.685459,0,93824023,2
1,1688902129277211,-0.000799,0.003462,0.002929,0.306563,0.134121,-9.72378,0,93812048,2
2,1688902129289149,-0.001065,0.010919,-0.000266,0.306563,0.134121,-9.72378,0,93800110,2
3,1688902129301140,-0.001065,0.010919,-0.000266,0.392783,0.114961,-9.704619,0,93788119,2
4,1688902129313146,0.001598,0.007989,0.001065,0.392783,0.114961,-9.704619,0,93776113,2
5,1688902129325186,0.001598,0.007989,0.001065,0.344883,0.172441,-9.637559,0,93764073,2
6,1688902129337299,0.001332,0.005859,0.000799,0.344883,0.172441,-9.637559,0,93751960,2
7,1688902129349203,0.001332,0.005859,0.000799,0.344883,0.124541,-9.733359,0,93740056,2
8,1688902129361209,-0.003728,-0.003995,-0.008788,0.344883,0.124541,-9.733359,0,93728050,2
9,1688902129373209,-0.003728,-0.003995,-0.008788,0.747246,-0.153281,-11.151212,0,93716050,2
10,1688902129385193,0.019707,-0.035154,-0.031159,0.747246,-0.153281,-11.151212,0,93704066,2
11,1688902129397204,0.019707,-0.035154,-0.031159,-0.316143,0.086221,-11.783497,0,93692055,2
12,1688902129409252,0.061519,-0.038616,-0.024235,-0.316143,0.086221,-11.783497,0,93680007,2
13,1688902129421243,0.061519,-0.038616,-0.024235,0.143701,3.257227,-9.043594,0,93668016,2
14,1688902129433250,0.07084,-0.037817,0.148338,0.143701,3.257227,-9.043594,0,93656009,2
15,1688902129445220,0.07084,-0.037817,0.148338,1.484912,2.682422,-8.928633,0,93644039,2
16,1688902129457189,-0.024767,-0.240217,0.371245,1.484912,2.682422,-8.928633,0,93632070,2
17,1688902129469288,-0.024767,-0.240217,0.371245,3.008145,-1.302891,-9.72378,0,93619971,2
18,1688902129481239,-0.021305,-0.596548,0.097738,3.008145,-1.302891,-9.72378,0,93608020,2
19,1688902129493228,-0.021305,-0.596548,0.097738,-1.465752,-5.163662,-8.813672,0,93596031,2
20,1688902129505235,-0.001065,-0.488956,-0.224504,-1.465752,-5.163662,-8.813672,0,93584024,2
21,1688902129517337,-0.001065,-0.488956,-0.224504,-6.859336,-1.484912,-10.633887,0,93571922,2
22,1688902129529329,0.034355,0.140881,-0.380299,-6.859336,-1.484912,-10.633887,0,93559930,2
23,1688902129541329,0.034355,0.140881,-0.380299,-3.075205,2.289639,-9.733359,0,93547930,2
24,1688902129553347,0.022903,0.052198,-0.262055,-3.075205,2.289639,-9.733359,0,93535912,2
25,1688902129565323,0.022903,0.052198,-0.262055,0.479004,2.212998,-8.114326,0,93523936,2
26,1688902129577315,0.020773,0.055394,-0.251935,0.479004,2.212998,-8.114326,0,93511944,2
27,1688902129589451,0.020773,0.055394,-0.251935,3.113526,2.145938,-10.585987,0,93499808,2
28,1688902129601458,-0.25593,-0.054062,-0.218113,3.113526,2.145938,-10.585987,0,93487801,2
29,1688902129613387,-0.25593,-0.054062,-0.218113,-1.446592,0.977168,-10.423125,0,93475872,2
30,1688902129625409,0.095874,0.309193,-0.14168,-1.446592,0.977168,-10.423125,0,93463850,2
31,1688902129637371,0.095874,0.309193,-0.14168,-1.389111,0.977168,-8.880733,0,93451888,2
32,1688902129649406,0.080694,0.132892,-0.015713,-1.389111,0.977168,-8.880733,0,93439853,2
33,1688902129661366,0.080694,0.132892,-0.015713,-3.391348,1.513652,-9.005274,0,93427893,2
34,1688902129673506,-0.066845,0.212787,0.082558,-3.391348,1.513652,-9.005274,0,93415753,2
35,1688902129685444,-0.066845,0.212787,0.082558,1.369951,1.140029,-9.81958,0,93403815,2
36,1688902129697503,-0.029827,0.247674,0.149936,1.369951,1.140029,-9.81958,0,93391756,2
37,1688902129709461,-0.029827,0.247674,0.149936,1.101709,0.814307,-9.64714,0,93379798,2
38,1688902129721481,0.02823,0.121174,0.219444,1.101709,0.814307,-9.64714,0,93367778,2
39,1688902129733467,0.02823,0.121174,0.219444,1.542393,0.632285,-9.704619,0,93355792,2
40,1688902129745462,0.001065,0.07377,0.267648,1.542393,0.632285,-9.704619,0,93343797,2
41,1688902129757447,0.001065,0.07377,0.267648,0.613125,0.249082,-9.627979,0,93331812,2
42,1688902129769490,-0.008256,0.135821,0.244745,0.613125,0.249082,-9.627979,0,93319769,2
43,1688902129781454,-0.008256,0.135821,0.244745,0.172441,-0.555645,-9.378897,0,93307805,2
44,1688902129793486,0.030094,0.03542,0.216515,0.172441,-0.555645,-9.378897,0,93295773,2
45,1688902129805433,0.030094,0.03542,0.216515,0.421523,-0.613125,-9.426797,0,93283826,2
46,1688902129817586,0.041812,-0.112652,0.166448,0.421523,-0.613125,-9.426797,0,93271673,2
47,1688902129829559,0.041812,-0.112652,0.166448,0.622705,-0.814307,-10.106983,0,93259700,2
48,1688902129841597,-0.002397,-0.11132,0.079096,0.622705,-0.814307,-10.106983,0,93247662,2
49,1688902129853546,-0.002397,-0.11132,0.079096,0.431104,-0.766406,-9.81,0,93235713,2
50,1688902129865553,-0.016512,-0.043676,-0.001598,0.431104,-0.766406,-9.81,0,93223706,2
51,1688902129877532,-0.016512,-0.043676,-0.001598,-0.392783,-0.488584,-9.513018,0,93211727,2
52,1688902129889581,0.016512,-0.051665,-0.085221,-0.392783,-0.488584,-9.513018,0,93199678,2
53,1688902129901567,0.016512,-0.051665,-0.085221,0.01916,-0.306563,-9.886642,0,93187692,2
54,1688902129913573,0.042344,-0.11425,-0.150469,0.01916,-0.306563,-9.886642,0,93175686,2
55,1688902129925719,0.042344,-0.11425,-0.150469,0.775986,-0.03832,-10.049502,0,93163540,2
56,1688902129937674,-0.003728,-0.060454,-0.1771,0.775986,-0.03832,-10.049502,0,93151585,2
57,1688902129949677,-0.003728,-0.060454,-0.1771,0.229922,0.316143,-9.829161,0,93139582,2
58,1688902129961701,-0.048736,0.053796,-0.180562,0.229922,0.316143,-9.829161,0,93127558,2
59,1688902129973730,-0.048736,0.053796,-0.180562,0.0479,0.900527,-9.292676,0,93115529,2
60,1688902129985813,-0.018109,0.059655,-0.150735,0.0479,0.900527,-9.292676,0,93103446,2
61,1688902129997728,-0.018109,0.059655,-0.150735,0.162861,0.958008,-10.049502,0,93091531,2
62,1688902130009743,-0.003728,0.036752,-0.105195,0.162861,0.958008,-10.049502,0,93079516,2
63,1688902130021744,-0.003728,0.036752,-0.105195,0.325723,1.005908,-10.030342,0,93067515,2
64,1688902130033746,-0.036219,0.102532,-0.032491,0.325723,1.005908,-10.030342,0,93055513,2
65,1688902130045781,-0.036219,0.102532,-0.032491,0.249082,0.958008,-9.292676,0,93043478,2
66,1688902130057645,-0.025566,0.160056,0.027164,0.249082,0.958008,-9.292676,0,93031614,2
67,1688902130069764,-0.025566,0.160056,0.027164,0.153281,0.498164,-9.72378,0,93019495,2
68,1688902130081725,0.029295,0.109722,0.080161,0.153281,0.498164,-9.72378,0,93007534,2
69,1688902130093790,0.029295,0.109722,0.080161,0.718506,0.296982,-9.666299,0,92995469,2
70,1688902130105726,0.030626,0.052464,0.123304,0.718506,0.296982,-9.666299,0,92983533,2
71,1688902130117741,0.030626,0.052464,0.123304,0.651445,0.258662,-9.75252,0,92971518,2
72,1688902130129751,-0.011185,0.085487,0.125701,0.651445,0.258662,-9.75252,0,92959508,2
73,1688902130141780,-0.011185,0.085487,0.125701,0.632285,-0.124541,-9.532178,0,92947479,2
74,1688902130153798,-0.002397,0.100135,0.113184,0.632285,-0.124541,-9.532178,0,92935461,2
75,1688902130165801,-0.002397,0.100135,0.113184,0.134121,-0.277822,-9.77168,0,92923458,2
76,1688902130177804,0.022104,0.047404,0.085487,0.134121,-0.277822,-9.77168,0,92911455,2
77,1688902130189939,0.022104,0.047404,0.085487,0.785566,-0.162861,-9.580078,0,92899320,2
78,1688902130201925,0.009055,-0.018376,0.035154,0.785566,-0.162861,-9.580078,0,92887334,2
79,1688902130213867,0.009055,-0.018376,0.035154,0.517324,-0.373623,-9.484278,0,92875392,2
80,1688902130225890,-0.027963,-0.022104,-0.006125,0.517324,-0.373623,-9.484278,0,92863369,2
81,1688902130237894,-0.027963,-0.022104,-0.006125,0.546064,-0.325723,-9.685459,0,92851365,2
82,1688902130249867,-0.007989,-0.008522,-0.030626,0.546064,-0.325723,-9.685459,0,92839392,2
83,1688902130261884,-0.007989,-0.008522,-0.030626,0.469424,0.02874,-9.69504,0,92827375,2
84,1688902130273881,0.03329,-0.02823,-0.03329,0.469424,0.02874,-9.69504,0,92815378,2
85,1688902130285940,0.03329,-0.02823,-0.03329,0.402363,0.172441,-9.7621,0,92803319,2
86,1688902130297927,0.010653,-0.046605,-0.051932,0.402363,0.172441,-9.7621,0,92791332,2
87,1688902130309940,0.010653,-0.046605,-0.051932,0.488584,0.287402,-9.618399,0,92779319,2
88,1688902130321991,-0.020506,-0.027963,-0.05353,0.488584,0.287402,-9.618399,0,92767268,2
89,1688902130334178,-0.020506,-0.027963,-0.05353,0.134121,0.373623,-9.64714,0,92755081,2
90,1688902130346170,-0.01012,-0.007457,-0.030626,0.134121,0.373623,-9.64714,0,92743089,2
91,1688902130358181,-0.01012,-0.007457,-0.030626,0.287402,0.364043,-9.77168,0,92731078,2
92,1688902130370180,0.015446,-0.011718,-0.008522,0.287402,0.364043,-9.77168,0,92719079,2
93,1688902130382240,0.015446,-0.011718,-0.008522,0.411943,0.469424,-9.541759,0,92707019,2
94,1688902130394234,0.0,0.003728,0.017311,0.411943,0.469424,-9.541759,0,92695025,2
95,1688902130406229,0.0,0.003728,0.017311,0.210762,0.402363,-10.231524,0,92683030,2
96,1688902130418289,-0.018376,0.020773,0.034088,0.210762,0.402363,-10.231524,0,92670970,2
97,1688902130430218,-0.018376,0.020773,0.034088,0.306563,0.392783,-9.733359,0,92659041,2
98,1688902130442243,-0.003995,0.0253,0.046872,0.306563,0.392783,-9.733359,0,92647016,2
99,1688902130454294,-0.003995,0.0253,0.046872,0.287402,0.383203,-9.465117,0,92634965,2
100,1688902130466291,-0.002397,0.042344,0.054062,0.287402,0.383203,-9.465117,0,92622968,2
101,1688902130478426,-0.002397,0.042344,0.054062,0.114961,0.095801,-9.589659,0,92610833,2
102,1688902130490335,-0.008256,0.035953,0.054328,0.114961,0.095801,-9.589659,0,92598924,2
103,1688902130502405,-0.008256,0.035953,0.054328,0.488584,0.172441,-9.503438,0,92586854,2
104,1688902130514350,0.003728,0.013316,0.046872,0.488584,0.172441,-9.503438,0,92574909,2
105,1688902130526501,0.003728,0.013316,0.046872,0.296982,-0.258662,-9.733359,0,92562758,2
106,1688902130538598,0.0,0.004261,0.021305,0.296982,-0.258662,-9.733359,0,92550661,2
107,1688902130550665,0.0,0.004261,0.021305,2.500401,-0.479004,-7.213799,0,92538594,2
108,1688902130562509,0.135555,0.213586,0.032757,2.500401,-0.479004,-7.213799,0,92526750,2
109,1688902130574448,0.135555,0.213586,0.032757,1.532813,0.114961,-13.057647,0,92514811,2
110,1688902130586656,0.181894,0.191481,-0.014647,1.532813,0.114961,-13.057647,0,92502603,2
111,1688902130598527,0.181894,0.191481,-0.014647,-0.785566,-0.737666,-7.788604,0,92490732,2
112,1688902130610526,-0.171241,-0.168312,-0.107059,-0.785566,-0.737666,-7.788604,0,92478733,2
113,1688902130622652,-0.171241,-0.168312,-0.107059,-0.670605,0.105381,-11.333233,0,92466607,2
114,1688902130634544,-0.033023,-0.325971,-0.2024,-0.670605,0.105381,-11.333233,0,92454715,2
115,1688902130646583,-0.033023,-0.325971,-0.2024,0.201182,0.814307,-10.413546,0,92442676,2
116,1688902130658710,-0.302002,-0.280165,-0.132359,0.201182,0.814307,-10.413546,0,92430549,2
117,1688902130670610,-0.302002,-0.280165,-0.132359,-0.555645,3.889512,-8.334668,0,92418649,2
118,1688902130682592,-0.453004,0.067112,0.11638,-0.555645,3.889512,-8.334668,0,92406667,2
119,1688902130694669,-0.453004,0.067112,0.11638,-0.546064,-1.015488,-8.085587,0,92394590,2
120,1688902130706623,-0.23276,0.092145,0.36432,-0.546064,-1.015488,-8.085587,0,92382636,2
121,1688902130718788,-0.23276,0.092145,0.36432,-0.795147,-1.781895,-10.030342,0,92370471,2
122,1688902130730766,0.413056,0.278833,0.389088,-0.795147,-1.781895,-10.030342,0,92358493,2
123,1688902130742720,0.413056,0.278833,0.389088,1.18793,-0.795147,-11.965518,0,92346539,2
124,1688902130754804,0.452205,0.536627,-0.03329,1.18793,-0.795147,-11.965518,0,92334455,2
125,1688902130766659,0.452205,0.536627,-0.03329,1.810635,-4.119434,-9.503438,0,92322600,2
126,1688902130778848,0.450074,0.844222,-0.152599,1.810635,-4.119434,-9.503438,0,92310411,2
127,1688902130790873,0.450074,0.844222,-0.152599,-1.092129,1.446592,-9.493857,0,92298386,2
128,1688902130802836,0.19521,0.780306,-0.176035,-1.092129,1.446592,-9.493857,0,92286423,2
129,1688902130814818,0.19521,0.780306,-0.176035,4.818779,1.053809,-10.049502,0,92274441,2
130,1688902130826860,0.142479,0.486826,-0.300937,4.818779,1.053809,-10.049502,0,92262399,2
131,1688902130838862,0.142479,0.486826,-0.300937,1.810635,-0.143701,-8.909473,0,92250397,2
132,1688902130851013,-0.35926,0.473776,-0.228766,1.810635,-0.143701,-8.909473,0,92238246,2
133,1688902130862997,-0.35926,0.473776,-0.228766,-0.823887,-0.172441,-10.193204,0,92226262,2
134,1688902130874795,0.109456,0.11931,0.013049,-0.823887,-0.172441,-10.193204,0,92214464,2
135,1688902130887008,0.109456,0.11931,0.013049,1.350791,-0.546064,-8.794512,0,92202251,2
136,1688902130898829,0.446612,-0.165382,-0.047138,1.350791,-0.546064,-8.794512,0,92190430,2
137,1688902130910894,0.446612,-0.165382,-0.047138,2.212998,0.699346,-10.202784,0,92178365,2
138,1688902130923047,0.440487,-0.205596,-0.059655,2.212998,0.699346,-10.202784,0,92166212,2
139,1688902130934943,0.440487,-0.205596,-0.059655,1.781895,1.580713,-9.637559,0,92154316,2
140,1688902130947035,0.230363,-0.275371,-0.128364,1.781895,1.580713,-9.637559,0,92142224,2
141,1688902130959156,0.230363,-0.275371,-0.128364,3.774551,-0.910107,-11.658956,0,92130103,2
142,1688902130971090,-0.416518,-0.653273,-0.255397,3.774551,-0.910107,-11.658956,0,92118169,2
143,1688902130983026,-0.416518,-0.653273,-0.255397,-1.561553,0.823887,-10.633887,0,92106233,2
144,1688902130995128,-0.08096,-0.658067,0.006924,-1.561553,0.823887,-10.633887,0,92094131,2
145,1688902131006967,-0.08096,-0.658067,0.006924,0.229922,3.161426,-10.662627,0,92082292,2
146,1688902131019226,0.370179,-0.59495,0.073503,0.229922,3.161426,-10.662627,0,92070033,2
147,1688902131031063,0.370179,-0.59495,0.073503,1.22625,2.193838,-8.229287,0,92058196,2
148,1688902131043056,-0.022371,-0.399474,0.015446,1.22625,2.193838,-8.229287,0,92046203,2
149,1688902131055266,-0.022371,-0.399474,0.015446,-0.479004,1.16877,-9.848321,0,92033993,2
150,1688902131067095,-0.445547,0.037817,0.125435,-0.479004,1.16877,-9.848321,0,92022164,2
151,1688902131079082,-0.445547,0.037817,0.125435,0.411943,0.641865,-8.43047,0,92010177,2
152,1688902131091209,-0.255663,0.110788,0.192813,0.411943,0.641865,-8.43047,0,91998050,2
153,1688902131103261,-0.255663,0.110788,0.192813,-1.446592,0.306563,-10.739268,0,91985998,2
154,1688902131115152,0.025833,0.237021,0.257794,-1.446592,0.306563,-10.739268,0,91974107,2
155,1688902131127343,0.025833,0.237021,0.257794,-0.900527,0.383203,-10.317744,0,91961916,2
156,1688902131139182,0.204797,0.333161,0.339553,-0.900527,0.383203,-10.317744,0,91950077,2
157,1688902131151389,0.204797,0.333161,0.339553,1.456172,-0.431104,-9.398057,0,91937870,2
158,1688902131163209,0.171241,0.467118,0.258593,1.456172,-0.431104,-9.398057,0,91926050,2
159,1688902131175160,0.171241,0.467118,0.258593,0.479004,-0.862207,-9.81,0,91914099,2
160,1688902131187348,0.03835,0.592553,0.122239,0.479004,-0.862207,-9.81,0,91901911,2
161,1688902131199208,0.03835,0.592553,0.122239,0.775986,-1.666934,-9.963282,0,91890051,2
162,1688902131211214,0.015979,0.538225,0.109722,0.775986,-1.666934,-9.963282,0,91878045,2
163,1688902131223380,0.015979,0.538225,0.109722,1.456172,-0.919688,-9.388477,0,91865879,2
164,1688902131235273,0.022371,0.425573,0.090547,1.456172,-0.919688,-9.388477,0,91853986,2
165,1688902131247288,0.022371,0.425573,0.090547,2.337539,-0.411943,-9.800421,0,91841971,2
166,1688902131259399,-0.059122,0.387224,-0.05566,2.337539,-0.411943,-9.800421,0,91829860,2
167,1688902131271337,-0.059122,0.387224,-0.05566,1.705254,-0.871787,-9.311836,0,91817922,2
168,1688902131283355,-0.074835,0.317449,-0.132093,1.705254,-0.871787,-9.311836,0,91805904,2
169,1688902131295402,-0.074835,0.317449,-0.132093,1.465752,0.335303,-9.857901,0,91793857,2
170,1688902131307375,-0.016512,0.160056,-0.101733,1.465752,0.335303,-9.857901,0,91781884,2
171,1688902131319544,-0.016512,0.160056,-0.101733,2.059717,-0.526904,-9.465117,0,91769715,2
172,1688902131331507,-0.050067,0.030094,-0.123837,2.059717,-0.526904,-9.465117,0,91757752,2
173,1688902131343473,-0.050067,0.030094,-0.123837,2.577041,-0.229922,-9.656719,0,91745786,2
174,1688902131355538,-0.087618,0.014647,-0.062052,2.577041,-0.229922,-9.656719,0,91733721,2
175,1688902131367460,-0.087618,0.014647,-0.062052,1.312471,0.086221,-9.618399,0,91721799,2
176,1688902131379468,-0.045806,-0.071905,-0.087352,1.312471,0.086221,-9.618399,0,91709791,2
177,1688902131391643,-0.045806,-0.071905,-0.087352,2.232158,0.182021,-9.465117,0,91697616,2
178,1688902131403557,0.048203,-0.155529,-0.222108,2.232158,0.182021,-9.465117,0,91685702,2
179,1688902131415535,0.048203,-0.155529,-0.222108,1.437012,0.172441,-9.78126,0,91673724,2
180,1688902131427665,-0.018642,-0.147006,-0.1518,1.437012,0.172441,-9.78126,0,91661594,2
181,1688902131439617,-0.018642,-0.147006,-0.1518,1.599873,1.666934,-9.359736,0,91649642,2
182,1688902131451691,-0.0759,-0.171774,-0.038882,1.599873,1.666934,-9.359736,0,91637568,2
183,1688902131463647,-0.0759,-0.171774,-0.038882,1.16877,1.896856,-9.455538,0,91625612,2
184,1688902131475674,-0.068177,-0.266316,-0.100135,1.16877,1.896856,-9.455538,0,91613585,2
